artist_name,album_name,album_link,album_cover,album_popularity,release_date,total_tracks,tracks
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Hero - October 1980... Revisited
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Kiss - Early Version / March 1980
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Football Fight - Early Version / No Synths! / February 1980
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Flash - Live In Montreal / November 1981
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Hero - Live In Montreal / November 1981
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Play The Game - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Dragon Attack - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Another One Bites The Dust - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Need Your Loving Tonight - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Crazy Little Thing Called Love - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Rock It (Prime Jive) - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Don't Try Suicide - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Sail Away Sweet Sister - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Coming Soon - Remastered 2011
Queen,The Game (2011 Remaster),https://open.spotify.com/album/58alCatewkjNm9IM1Ucj67,https://i.scdn.co/image/ab67616d0000b273056e90910cbaf5c5b892aeba,77,1980-06-27,10,Save Me - Remastered 2011
Queen,Jazz (2011 Remaster),https://open.spotify.com/album/2yuTRGIackbcReLUXOYBqU,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,75,1978-11-10,13,Mustapha - Remastered 2011
Queen,Jazz (2011 Remaster),https://open.spotify.com/album/2yuTRGIackbcReLUXOYBqU,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,75,1978-11-10,13,Fat Bottomed Girls - 2011 Remaster
Queen,Jazz (2011 Remaster),https://open.spotify.com/album/2yuTRGIackbcReLUXOYBqU,https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6,75,1978-11-10,13,Jealousy - Remastered 2011
